ZAMAN,KAYNAK,ANA_0_DURUM,ANA_1_IRT,ANA_2_HIZ,ANA_3_SIC,ANA_4_NEM,ANA_5_EN,ANA_6_BOY,ANA_7_PITCH,ANA_8_ROLL,ANA_9_YAW,ANA_10_BASMS,ANA_11_BASBMP,ANA_12_BASTOP,ANA_13,ANA_14,ANA_15,ANA_16,ANA_17,ANA_18,ANA_19,ANA_20_IVMEX,ANA_21_IVMEY,ANA_22_IVMEZ,ANA_23,ANA_24,ANA_25,ANA_26,GOREV_0_DURUM,GOREV_1_EN,GOREV_2_BOY,GOREV_3_IVMEX,GOREV_4_IVMEY,GOREV_5_IVMEZ,GOREV_6_FILTREX,GOREV_7_FILTREY,GOREV_8_FILTREZ
"06:33:08.102","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.67","-115.35","14.64","11.84","-45.84","0.000000","0.000000","",""
"06:33:08.267","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.31","18.66","-115.43","14.60","11.97","-45.88","0.000000","0.000000","",""
"06:33:08.454","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.67","-115.52","14.57","11.87","-45.92","0.000000","0.000000","",""
"06:33:08.616","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","-115.61","14.58","11.86","-45.96","0.000000","0.000000","",""
"06:33:08.772","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.66","-115.69","14.50","11.83","-45.99","0.000000","0.000000","",""
"06:33:08.940","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","-115.77","14.56","11.96","-46.03","0.000000","0.000000","",""
"06:33:09.107","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.69","-115.86","14.68","11.86","-46.07","0.000000","0.000000","",""
"06:33:09.286","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.70","-115.94","14.52","11.98","-46.10","0.000000","0.000000","",""
"06:33:09.443","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.72","-116.03","14.60","11.87","-46.14","0.000000","0.000000","",""
"06:33:09.617","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.71","-116.11","14.64","11.81","-46.18","0.000000","0.000000","",""
"06:33:09.782","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.71","-116.20","14.71","11.85","-46.21","0.000000","0.000000","",""
"06:33:09.948","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","-116.28","14.63","11.98","-46.25","0.000000","0.000000","",""
"06:33:10.124","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","-116.37","14.61","11.81","-46.29","0.000000","0.000000","",""
"06:33:10.286","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.66","-116.45","14.68","11.86","-46.32","0.000000","0.000000","",""
"06:33:10.463","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","-116.54","14.74","11.96","-46.36","0.000000","0.000000","",""
"06:33:10.624","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","-116.62","14.54","11.91","-46.39","0.000000","0.000000","",""
"06:33:10.787","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","-116.71","14.75","11.88","-46.43","0.000000","0.000000","",""
"06:33:10.955","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","-116.80","14.58","11.92","-46.47","0.000000","0.000000","",""
"06:33:11.134","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.31","18.65","-116.88","14.69","11.81","-46.50","0.000000","0.000000","",""
"06:33:11.311","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.66","-116.97","14.62","11.80","-46.54","0.000000","0.000000","",""
"06:33:11.471","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.68","-117.05","14.64","11.95","-46.58","0.000000","0.000000","",""
"06:33:11.627","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.68","-117.14","14.70","11.85","-46.61","0.000000","0.000000","",""
"06:33:11.800","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","-117.23","14.58","11.83","-46.65","0.000000","0.000000","",""
"06:33:11.967","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","-117.31","14.68","11.93","-46.69","0.000000","0.000000","",""
"06:33:12.165","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","-117.40","14.42","11.87","-46.72","0.000000","0.000000","",""
"06:33:12.298","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","-117.49","14.76","11.89","-46.76","0.000000","0.000000","",""
"06:33:12.466","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","-117.57","14.53","12.00","-46.80","0.000000","0.000000","",""
"06:33:12.639","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","-117.66","14.66","11.86","-46.83","0.000000","0.000000","",""
"06:33:12.803","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.67","-117.75","14.61","11.76","-46.87","0.000000","0.000000","",""
"06:33:12.971","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","-117.83","14.72","12.13","-46.91","0.000000","0.000000","",""
"06:33:13.151","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.68","-117.92","14.63","11.92","-46.95","0.000000","0.000000","",""
"06:33:13.306","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","-118.01","14.78","11.89","-46.99","0.000000","0.000000","",""
"06:33:13.479","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","-118.09","14.85","11.87","-47.02","0.000000","0.000000","",""
"06:33:13.650","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","-118.18","14.67","11.95","-47.06","0.000000","0.000000","",""
"06:33:13.810","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","-118.26","14.62","11.85","-47.09","0.000000","0.000000","",""
"06:33:14.009","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.67","-118.35","14.68","11.80","-47.13","0.000000","0.000000","",""
"06:33:14.350","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.65","-118.52","14.55","11.82","-47.20","0.000000","0.000000","",""
"06:33:14.481","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.67","-118.61","14.57","11.97","-47.24","0.000000","0.000000","",""
"06:33:14.661","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","-118.69","14.70","11.90","-47.28","0.000000","0.000000","",""
"06:33:14.827","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","-118.78","14.78","11.92","-47.32","0.000000","0.000000","",""
"06:33:14.988","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.67","-118.86","14.72","11.71","-47.35","0.000000","0.000000","",""
"06:33:15.154","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.70","-118.95","14.82","11.80","-47.39","0.000000","0.000000","",""
"06:33:15.329","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.71","-119.03","14.68","12.11","-47.43","0.000000","0.000000","",""
"06:33:15.501","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.68","-119.12","14.74","11.71","-47.46","0.000000","0.000000","",""
"06:33:15.663","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","-119.21","14.75","11.89","-47.50","0.000000","0.000000","",""
"06:33:15.843","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","-119.29","14.57","11.83","-47.54","0.000000","0.000000","",""
"06:33:15.994","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","-119.38","14.68","11.92","-47.58","0.000000","0.000000","",""
"06:33:16.165","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","-119.47","14.57","11.84","-47.61","0.000000","0.000000","",""
"06:33:16.341","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","-119.55","14.60","11.90","-47.65","0.000000","0.000000","",""
"06:33:16.500","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.67","-119.64","14.65","11.94","-47.69","0.000000","0.000000","",""
"06:33:16.671","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","-119.73","14.64","11.86","-47.73","0.000000","0.000000","",""
"06:33:16.834","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","-119.81","14.75","11.93","-47.76","0.000000","0.000000","",""
"06:33:17.020","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.67","-119.90","14.59","11.97","-47.80","0.000000","0.000000","",""
"06:33:17.169","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.31","18.68","-119.98","14.68","11.85","-47.84","0.000000","0.000000","",""
"06:33:17.341","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.70","-120.07","14.60","11.85","-47.87","0.000000","0.000000","",""
"06:33:17.513","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.67","-120.16","14.73","11.74","-47.91","0.000000","0.000000","",""
"06:33:17.673","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.69","-120.24","14.62","11.95","-47.95","0.000000","0.000000","",""
"06:33:17.841","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","-120.32","14.74","11.89","-47.99","0.000000","0.000000","",""
"06:33:18.021","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.69","-120.41","14.78","11.80","-48.02","0.000000","0.000000","",""
"06:33:18.191","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","-120.49","14.90","11.93","-48.06","0.000000","0.000000","",""
"06:33:18.345","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.70","-120.58","14.67","11.91","-48.10","0.000000","0.000000","",""
"06:33:18.516","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","-120.66","14.63","11.97","-48.13","0.000000","0.000000","",""
"06:33:18.690","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.69","-120.75","14.79","11.86","-48.17","0.000000","0.000000","",""
"06:33:18.850","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.66","-120.83","14.77","11.94","-48.20","0.000000","0.000000","",""
"06:33:19.034","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.66","-120.92","14.67","11.98","-48.24","0.000000","0.000000","",""
"06:33:19.184","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.67","-121.00","14.61","11.89","-48.28","0.000000","0.000000","",""
"06:33:19.352","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.68","-121.09","14.60","11.99","-48.31","0.000000","0.000000","",""
"06:33:19.533","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.68","-121.17","14.64","11.82","-48.35","0.000000","0.000000","",""
"06:33:19.701","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.66","-121.26","14.64","11.91","-48.39","0.000000","0.000000","",""
"06:33:19.861","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.30","18.68","-121.35","14.72","11.87","-48.43","0.000000","0.000000","",""
"06:33:20.023","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.30","18.68","-121.43","14.63","11.87","-48.46","0.000000","0.000000","",""
"06:33:20.196","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","-121.52","14.64","12.02","-48.50","0.000000","0.000000","",""
"06:33:20.363","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.70","-121.60","14.72","11.88","-48.53","0.000000","0.000000","",""
"06:33:20.529","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","-121.69","14.55","11.90","-48.57","0.000000","0.000000","",""
"06:33:20.696","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","-121.77","14.63","11.96","-48.60","0.000000","0.000000","",""
"06:33:20.867","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","-121.86","14.62","11.78","-48.64","0.000000","0.000000","",""
"06:33:21.032","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","-121.94","14.53","11.83","-48.68","0.000000","0.000000","",""
"06:33:21.199","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","-122.03","14.52","11.77","-48.71","0.000000","0.000000","",""
"06:33:21.411","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","-122.11","14.71","11.98","-48.75","0.000000","0.000000","",""
"06:33:21.536","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.66","-122.20","14.58","11.72","-48.78","0.000000","0.000000","",""
"06:33:21.703","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","-122.28","14.57","11.81","-48.82","0.000000","0.000000","",""
"06:33:21.877","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.69","-122.36","14.61","11.80","-48.85","0.000000","0.000000","",""
"06:33:22.039","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.70","-122.45","14.80","11.92","-48.89","0.000000","0.000000","",""
"06:33:22.211","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.70","-122.54","14.73","11.81","-48.92","0.000000","0.000000","",""
"06:33:22.374","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.68","-122.62","14.71","11.83","-48.96","0.000000","0.000000","",""
"06:33:22.556","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.71","-122.71","14.64","11.83","-49.00","0.000000","0.000000","",""
"06:33:22.711","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.69","-122.79","14.73","11.83","-49.03","0.000000","0.000000","",""
"06:33:22.898","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.69","-122.88","14.77","11.91","-49.07","0.000000","0.000000","",""
"06:33:23.047","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","-122.96","14.71","11.96","-49.11","0.000000","0.000000","",""
"06:33:23.238","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","-123.05","14.62","11.88","-49.14","0.000000","0.000000","",""
"06:33:23.383","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","-123.13","14.59","11.85","-49.18","0.000000","0.000000","",""
"06:33:23.551","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","-123.22","14.61","11.82","-49.22","0.000000","0.000000","",""
"06:33:23.738","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.66","-123.30","14.50","11.80","-49.25","0.000000","0.000000","",""
"06:33:23.905","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","-123.39","14.56","11.90","-49.29","0.000000","0.000000","",""
"06:33:24.054","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.69","-123.47","14.69","11.84","-49.33","0.000000","0.000000","",""
"06:33:24.273","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.67","-123.56","14.81","11.83","-49.37","0.000000","0.000000","",""
"06:33:24.391","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.68","-123.65","14.68","11.72","-49.41","0.000000","0.000000","",""
"06:33:24.583","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.67","-123.73","14.59","11.82","-49.45","0.000000","0.000000","",""
"06:33:24.726","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.66","-123.82","14.66","11.94","-49.48","0.000000","0.000000","",""
"06:33:24.912","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.68","-123.90","14.54","11.77","-49.52","0.000000","0.000000","",""
"06:33:25.080","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","-123.98","14.64","11.82","-49.56","0.000000","0.000000","",""
"06:33:25.242","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.70","-124.07","14.60","11.93","-49.60","0.000000","0.000000","",""
"06:33:25.398","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","-124.16","14.76","11.85","-49.64","0.000000","0.000000","",""
"06:33:25.582","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","-124.24","14.79","11.84","-49.67","0.000000","0.000000","",""
"06:33:25.752","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","-124.33","14.59","11.93","-49.71","0.000000","0.000000","",""
"06:33:25.902","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.70","-124.41","14.65","11.90","-49.75","0.000000","0.000000","",""
"06:33:26.103","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","-124.49","14.64","11.89","-49.78","0.000000","0.000000","",""
"06:33:26.252","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","-124.58","14.76","11.91","-49.82","0.000000","0.000000","",""
"06:33:26.407","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.68","-124.67","14.55","11.97","-49.86","0.000000","0.000000","",""
"06:33:26.581","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.70","-124.75","14.56","11.87","-49.89","0.000000","0.000000","",""
"06:33:26.742","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.69","-124.83","14.53","11.95","-49.93","0.000000","0.000000","",""
"06:33:26.911","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","-124.92","14.67","11.88","-49.97","0.000000","0.000000","",""
"06:33:27.104","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.66","-125.01","14.63","11.71","-50.01","0.000000","0.000000","",""
"06:33:27.245","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.63","-125.09","14.62","11.79","-50.04","0.000000","0.000000","",""
"06:33:27.414","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.67","-125.18","14.69","11.80","-50.08","0.000000","0.000000","",""
"06:33:27.596","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","-125.27","14.69","12.06","-50.11","0.000000","0.000000","",""
"06:33:27.750","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.67","-125.35","14.63","11.83","-50.15","0.000000","0.000000","",""
"06:33:27.918","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.69","-125.44","14.61","11.92","-50.19","0.000000","0.000000","",""
"06:33:28.085","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","-125.52","14.62","11.79","-50.23","0.000000","0.000000","",""
"06:33:28.282","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","-125.60","14.51","11.94","-50.27","0.000000","0.000000","",""
"06:33:28.421","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","-125.69","14.69","11.87","-50.30","0.000000","0.000000","",""
"06:33:28.593","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","-125.78","14.74","11.87","-50.34","0.000000","0.000000","",""
"06:33:28.757","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","-125.87","14.70","11.95","-50.38","0.000000","0.000000","",""
"06:33:28.925","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.69","-125.95","14.67","11.84","-50.41","0.000000","0.000000","",""
"06:33:29.092","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","-126.04","14.51","11.85","-50.45","0.000000","0.000000","",""
"06:33:29.261","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","-126.12","14.70","11.81","-50.49","0.000000","0.000000","",""
"06:33:29.433","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","-126.21","14.68","11.85","-50.52","0.000000","0.000000","",""
"06:33:29.616","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","-126.30","14.74","12.02","-50.56","0.000000","0.000000","",""
"06:33:29.765","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","-126.38","14.43","11.93","-50.60","0.000000","0.000000","",""
"06:33:29.942","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.70","-126.47","14.75","11.80","-50.63","0.000000","0.000000","",""
"06:33:30.104","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","-126.56","14.56","11.86","-50.67","0.000000","0.000000","",""
"06:33:30.269","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.66","-126.64","14.69","11.89","-50.71","0.000000","0.000000","",""
"06:33:30.440","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.68","-126.73","14.50","11.76","-50.75","0.000000","0.000000","",""
"06:33:30.604","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.70","-126.82","14.77","11.91","-50.78","0.000000","0.000000","",""
"06:33:30.772","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","-126.90","14.63","11.94","-50.82","0.000000","0.000000","",""
"06:33:30.941","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.71","-126.99","14.73","11.89","-50.85","0.000000","0.000000","",""
"06:33:31.114","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.70","-127.07","14.70","11.76","-50.89","0.000000","0.000000","",""
"06:33:31.278","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.66","-127.16","14.56","11.74","-50.92","0.000000","0.000000","",""
"06:33:31.449","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.62","-127.25","14.56","11.65","-50.96","0.000000","0.000000","",""
"06:33:31.612","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.62","-127.33","14.72","11.77","-50.99","0.000000","0.000000","",""
"06:33:31.782","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.65","-127.42","14.79","11.87","-51.03","0.000000","0.000000","",""
"06:33:31.969","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.65","-127.50","14.66","11.81","-51.07","0.000000","0.000000","",""
"06:33:32.114","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.64","-127.59","14.66","12.00","-51.10","0.000000","0.000000","",""
"06:33:32.287","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.66","-127.67","14.44","11.78","-51.14","0.000000","0.000000","",""
"06:33:32.457","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","-127.76","14.73","11.90","-51.18","0.000000","0.000000","",""
"06:33:32.620","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.64","-127.84","14.64","11.77","-51.22","0.000000","0.000000","",""
"06:33:32.800","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","-127.93","14.61","11.95","-51.25","0.000000","0.000000","",""
"06:33:32.962","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.67","-128.01","14.71","11.78","-51.29","0.000000","0.000000","",""
"06:33:33.132","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.70","-128.09","14.52","11.97","-51.33","0.000000","0.000000","",""
"06:33:33.298","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.66","-128.18","14.70","11.95","-51.37","0.000000","0.000000","",""
"06:33:33.459","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","-128.27","14.83","11.85","-51.40","0.000000","0.000000","",""
"06:33:33.631","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.65","-128.35","14.69","11.85","-51.44","0.000000","0.000000","",""
"06:33:33.795","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.65","-128.44","14.80","11.83","-51.48","0.000000","0.000000","",""
"06:33:33.964","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.64","-128.52","14.67","12.08","-51.52","0.000000","0.000000","",""
"06:33:34.141","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.66","-128.61","14.66","11.91","-51.55","0.000000","0.000000","",""
"06:33:34.298","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","-128.69","14.57","11.83","-51.59","0.000000","0.000000","",""
"06:33:34.479","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","-128.78","14.81","11.84","-51.63","0.000000","0.000000","",""
"06:33:34.645","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","-128.86","14.88","11.96","-51.66","0.000000","0.000000","",""
"06:33:34.815","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.69","-128.95","14.68","11.96","-51.70","0.000000","0.000000","",""
"06:33:34.972","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.70","-129.04","14.65","11.86","-51.74","0.000000","0.000000","",""
"06:33:35.143","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.69","-129.12","14.78","11.70","-51.77","0.000000","0.000000","",""
"06:33:35.346","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","-129.21","14.61","12.01","-51.81","0.000000","0.000000","",""
"06:33:35.485","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.70","-129.30","14.67","12.01","-51.84","0.000000","0.000000","",""
"06:33:35.643","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","-129.39","14.64","11.88","-51.88","0.000000","0.000000","",""
"06:33:35.828","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.70","-129.47","14.61","11.98","-51.92","0.000000","0.000000","",""
"06:33:35.980","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","-129.56","14.62","11.82","-51.95","0.000000","0.000000","",""
"06:33:36.146","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","-129.64","14.65","11.76","-51.99","0.000000","0.000000","",""
"06:33:36.314","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.67","-129.73","14.57","12.02","-52.03","0.000000","0.000000","",""
"06:33:36.482","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.70","-129.82","14.75","11.92","-52.06","0.000000","0.000000","",""
"06:33:36.664","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.70","-129.90","14.73","11.98","-52.10","0.000000","0.000000","",""
