ZAMAN,KAYNAK,ANA_0_DURUM,ANA_1_IRT,ANA_2_HIZ,ANA_3_SIC,ANA_4_NEM,ANA_5_EN,ANA_6_BOY,ANA_7_PITCH,ANA_8_ROLL,ANA_9_YAW,ANA_10_BASMS,ANA_11_BASBMP,ANA_12_BASTOP,ANA_13,ANA_14,ANA_15,ANA_16,ANA_17,ANA_18,ANA_19,ANA_20_IVMEX,ANA_21_IVMEY,ANA_22_IVMEZ,ANA_23,ANA_24,ANA_25,ANA_26,GOREV_0_DURUM,GOREV_1_EN,GOREV_2_BOY,GOREV_3_IVMEX,GOREV_4_IVMEY,GOREV_5_IVMEZ,GOREV_6_FILTREX,GOREV_7_FILTREY,GOREV_8_FILTREZ
"06:37:58.481","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.70","26.68","14.65","11.88","-109.81","0.000000","0.000000","",""
"06:37:58.637","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.70","26.88","14.71","11.82","-109.84","0.000000","0.000000","",""
"06:37:58.814","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.70","27.09","14.56","11.86","-109.88","0.000000","0.000000","",""
"06:37:58.984","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","27.30","14.79","11.84","-109.92","0.000000","0.000000","",""
"06:37:59.141","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.68","27.51","14.76","11.96","-109.95","0.000000","0.000000","",""
"06:37:59.309","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.66","27.72","14.65","11.77","-109.99","0.000000","0.000000","",""
"06:37:59.471","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.65","27.93","14.64","11.67","-110.03","0.000000","0.000000","",""
"06:37:59.650","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","28.14","14.70","11.91","-110.06","0.000000","0.000000","",""
"06:37:59.806","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","28.35","14.64","11.60","-110.10","0.000000","0.000000","",""
"06:37:59.985","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","28.55","14.55","11.84","-110.14","0.000000","0.000000","",""
"06:38:00.138","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","28.76","14.59","11.91","-110.18","0.000000","0.000000","",""
"06:38:00.306","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","28.97","14.61","12.08","-110.22","0.000000","0.000000","",""
"06:38:00.476","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.66","29.17","14.60","11.61","-110.25","0.000000","0.000000","",""
"06:38:00.644","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.67","29.38","14.72","11.76","-110.29","0.000000","0.000000","",""
"06:38:00.808","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.66","29.59","14.65","11.92","-110.33","0.000000","0.000000","",""
"06:38:00.976","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.65","29.79","14.73","11.97","-110.37","0.000000","0.000000","",""
"06:38:01.173","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.67","30.00","14.61","11.88","-110.41","0.000000","0.000000","",""
"06:38:01.312","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.66","30.21","14.66","11.89","-110.44","0.000000","0.000000","",""
"06:38:01.475","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.66","30.42","14.65","11.72","-110.48","0.000000","0.000000","",""
"06:38:01.644","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","30.63","14.62","11.87","-110.51","0.000000","0.000000","",""
"06:38:01.813","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.67","30.84","14.78","11.86","-110.55","0.000000","0.000000","",""
"06:38:01.990","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.67","31.05","14.73","11.85","-110.58","0.000000","0.000000","",""
"06:38:02.153","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.66","31.25","14.70","11.93","-110.62","0.000000","0.000000","",""
"06:38:02.313","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","31.46","14.76","11.89","-110.66","0.000000","0.000000","",""
"06:38:02.476","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.66","31.67","14.68","11.98","-110.70","0.000000","0.000000","",""
"06:38:02.661","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","31.88","14.57","11.85","-110.73","0.000000","0.000000","",""
"06:38:02.814","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.69","32.09","14.69","11.85","-110.77","0.000000","0.000000","",""
"06:38:02.989","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.69","32.29","14.68","11.94","-110.81","0.000000","0.000000","",""
"06:38:03.156","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.70","32.50","14.73","12.15","-110.84","0.000000","0.000000","",""
"06:38:03.311","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.70","32.71","14.63","12.06","-110.88","0.000000","0.000000","",""
"06:38:03.495","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","32.92","14.76","11.96","-110.91","0.000000","0.000000","",""
"06:38:03.670","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","33.13","14.56","11.84","-110.95","0.000000","0.000000","",""
"06:38:03.812","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","33.33","14.86","12.11","-110.99","0.000000","0.000000","",""
"06:38:03.984","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.65","33.54","14.52","11.89","-111.03","0.000000","0.000000","",""
"06:38:04.163","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.66","33.75","14.60","11.98","-111.06","0.000000","0.000000","",""
"06:38:04.319","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.67","33.96","14.62","11.93","-111.10","0.000000","0.000000","",""
"06:38:04.480","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","34.17","14.85","11.95","-111.14","0.000000","0.000000","",""
"06:38:04.647","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","34.38","14.60","11.88","-111.17","0.000000","0.000000","",""
"06:38:04.828","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.69","34.58","14.65","11.86","-111.21","0.000000","0.000000","",""
"06:38:04.981","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","34.79","14.67","12.04","-111.25","0.000000","0.000000","",""
"06:38:05.167","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.70","35.00","14.82","11.82","-111.28","0.000000","0.000000","",""
"06:38:05.327","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","35.20","14.73","12.13","-111.32","0.000000","0.000000","",""
"06:38:05.483","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.68","35.41","14.47","11.83","-111.36","0.000000","0.000000","",""
"06:38:05.656","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.70","35.62","14.71","11.71","-111.39","0.000000","0.000000","",""
"06:38:05.815","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","35.83","14.77","11.87","-111.43","0.000000","0.000000","",""
"06:38:05.981","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.66","36.05","14.61","11.83","-111.47","0.000000","0.000000","",""
"06:38:06.172","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.66","36.26","14.77","11.93","-111.51","0.000000","0.000000","",""
"06:38:06.315","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","36.47","14.67","11.95","-111.54","0.000000","0.000000","",""
"06:38:06.494","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.69","36.68","14.82","11.86","-111.58","0.000000","0.000000","",""
"06:38:06.653","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.69","36.88","14.59","11.72","-111.62","0.000000","0.000000","",""
"06:38:06.817","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.69","37.09","14.68","11.93","-111.66","0.000000","0.000000","",""
"06:38:07.005","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.69","37.30","14.74","11.91","-111.70","0.000000","0.000000","",""
"06:38:07.150","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.70","37.51","14.69","11.83","-111.73","0.000000","0.000000","",""
"06:38:07.319","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.67","37.72","14.72","11.80","-111.77","0.000000","0.000000","",""
"06:38:07.485","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","37.93","14.68","11.92","-111.80","0.000000","0.000000","",""
"06:38:07.652","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.65","38.14","14.62","11.77","-111.84","0.000000","0.000000","",""
"06:38:07.849","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","38.34","14.69","11.90","-111.88","0.000000","0.000000","",""
"06:38:07.995","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.69","38.55","14.57","11.92","-111.92","0.000000","0.000000","",""
"06:38:08.152","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.71","38.76","14.65","11.96","-111.95","0.000000","0.000000","",""
"06:38:08.319","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.70","38.97","14.75","11.93","-111.99","0.000000","0.000000","",""
"06:38:08.500","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.70","39.19","14.71","11.80","-112.03","0.000000","0.000000","",""
"06:38:08.677","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.69","39.39","14.84","11.95","-112.06","0.000000","0.000000","",""
"06:38:08.820","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.66","39.60","14.52","11.91","-112.10","0.000000","0.000000","",""
"06:38:08.987","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.31","18.66","39.81","14.52","11.98","-112.14","0.000000","0.000000","",""
"06:38:09.157","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.31","18.66","40.02","14.74","11.85","-112.18","0.000000","0.000000","",""
"06:38:09.325","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","40.23","14.70","11.81","-112.22","0.000000","0.000000","",""
"06:38:09.491","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.67","40.44","14.63","11.81","-112.25","0.000000","0.000000","",""
"06:38:09.654","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","40.65","14.79","12.10","-112.29","0.000000","0.000000","",""
"06:38:09.822","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","40.85","14.72","11.85","-112.33","0.000000","0.000000","",""
"06:38:09.989","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","41.06","14.63","11.96","-112.36","0.000000","0.000000","",""
"06:38:10.154","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.70","41.27","14.81","11.76","-112.39","0.000000","0.000000","",""
"06:38:10.326","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.70","41.48","14.67","11.78","-112.43","0.000000","0.000000","",""
"06:38:10.488","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.71","41.69","14.71","11.82","-112.46","0.000000","0.000000","",""
"06:38:10.657","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.70","41.89","14.79","11.97","-112.50","0.000000","0.000000","",""
"06:38:10.846","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","42.10","14.69","11.93","-112.54","0.000000","0.000000","",""
"06:38:10.990","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","42.31","14.73","11.89","-112.57","0.000000","0.000000","",""
"06:38:11.159","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","42.52","14.52","11.89","-112.61","0.000000","0.000000","",""
"06:38:11.330","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.66","42.73","14.71","11.90","-112.65","0.000000","0.000000","",""
"06:38:11.490","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.68","42.94","14.82","11.68","-112.68","0.000000","0.000000","",""
"06:38:11.657","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.69","43.14","14.67","12.01","-112.72","0.000000","0.000000","",""
"06:38:11.823","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.38","18.68","43.35","14.66","11.86","-112.75","0.000000","0.000000","",""
"06:38:11.994","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.66","43.56","14.63","11.84","-112.79","0.000000","0.000000","",""
"06:38:12.171","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.67","43.76","14.73","11.90","-112.82","0.000000","0.000000","",""
"06:38:12.332","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.68","43.97","14.76","11.88","-112.86","0.000000","0.000000","",""
"06:38:12.491","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.68","44.18","14.61","11.96","-112.90","0.000000","0.000000","",""
"06:38:12.662","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.69","44.39","14.67","11.86","-112.93","0.000000","0.000000","",""
"06:38:12.829","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","44.60","14.81","11.84","-112.97","0.000000","0.000000","",""
"06:38:12.996","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.72","44.80","14.66","11.96","-113.01","0.000000","0.000000","",""
"06:38:13.162","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.70","45.01","14.77","11.69","-113.04","0.000000","0.000000","",""
"06:38:13.326","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.70","45.22","14.80","11.92","-113.08","0.000000","0.000000","",""
"06:38:13.495","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.71","45.43","14.63","11.92","-113.12","0.000000","0.000000","",""
"06:38:13.666","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.70","45.64","14.57","11.78","-113.15","0.000000","0.000000","",""
"06:38:13.835","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.68","45.85","14.72","11.86","-113.19","0.000000","0.000000","",""
"06:38:13.996","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.68","46.06","14.66","11.98","-113.23","0.000000","0.000000","",""
"06:38:14.167","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","46.26","14.50","11.80","-113.26","0.000000","0.000000","",""
"06:38:14.332","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.70","46.47","14.68","11.95","-113.30","0.000000","0.000000","",""
"06:38:14.499","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","46.68","14.75","11.77","-113.33","0.000000","0.000000","",""
"06:38:14.665","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","46.89","14.67","11.70","-113.37","0.000000","0.000000","",""
"06:38:14.838","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","47.10","14.68","11.89","-113.41","0.000000","0.000000","",""
"06:38:14.996","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.70","47.31","14.70","11.91","-113.44","0.000000","0.000000","",""
"06:38:15.166","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.70","47.52","14.63","11.97","-113.48","0.000000","0.000000","",""
"06:38:15.332","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.70","47.73","14.75","11.83","-113.52","0.000000","0.000000","",""
"06:38:15.498","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.69","47.94","14.80","11.97","-113.55","0.000000","0.000000","",""
"06:38:15.665","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","48.14","14.83","11.93","-113.59","0.000000","0.000000","",""
"06:38:15.889","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.69","48.35","14.59","11.98","-113.63","0.000000","0.000000","",""
"06:38:16.007","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","48.56","14.79","11.84","-113.67","0.000000","0.000000","",""
"06:38:16.165","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.67","48.77","14.67","11.97","-113.70","0.000000","0.000000","",""
"06:38:16.335","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.70","48.98","14.74","11.94","-113.74","0.000000","0.000000","",""
"06:38:16.501","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.72","49.19","14.70","11.92","-113.77","0.000000","0.000000","",""
"06:38:16.667","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.72","49.39","14.74","12.00","-113.81","0.000000","0.000000","",""
"06:38:16.831","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.71","49.60","14.72","11.80","-113.85","0.000000","0.000000","",""
"06:38:17.011","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.71","49.81","14.60","11.98","-113.89","0.000000","0.000000","",""
"06:38:17.179","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.72","50.02","14.64","12.01","-113.92","0.000000","0.000000","",""
"06:38:17.346","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.70","50.23","14.68","12.03","-113.96","0.000000","0.000000","",""
"06:38:17.499","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","50.43","14.74","11.94","-113.99","0.000000","0.000000","",""
"06:38:17.666","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.69","50.64","14.65","12.01","-114.03","0.000000","0.000000","",""
"06:38:17.838","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.70","50.85","14.65","11.94","-114.07","0.000000","0.000000","",""
"06:38:18.008","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.71","51.06","14.73","11.89","-114.10","0.000000","0.000000","",""
"06:38:18.168","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.71","51.27","14.67","12.11","-114.14","0.000000","0.000000","",""
"06:38:18.334","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.71","51.48","14.70","11.75","-114.18","0.000000","0.000000","",""
"06:38:18.503","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.71","51.69","14.76","11.74","-114.22","0.000000","0.000000","",""
"06:38:18.692","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.68","51.90","14.61","11.95","-114.25","0.000000","0.000000","",""
"06:38:18.836","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","52.11","14.64","11.81","-114.29","0.000000","0.000000","",""
"06:38:19.002","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","52.31","14.56","11.90","-114.33","0.000000","0.000000","",""
"06:38:19.173","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.69","52.52","14.68","12.04","-114.36","0.000000","0.000000","",""
"06:38:19.345","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.70","52.73","14.73","11.91","-114.40","0.000000","0.000000","",""
"06:38:19.515","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.70","52.94","14.54","11.89","-114.44","0.000000","0.000000","",""
"06:38:19.673","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.31","18.73","53.15","14.58","11.83","-114.47","0.000000","0.000000","",""
"06:38:19.837","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.31","18.70","53.36","14.79","11.81","-114.51","0.000000","0.000000","",""
"06:38:20.007","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","53.57","14.75","11.81","-114.54","0.000000","0.000000","",""
"06:38:20.171","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.67","53.77","14.52","11.84","-114.58","0.000000","0.000000","",""
"06:38:20.338","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.67","53.98","14.76","11.97","-114.62","0.000000","0.000000","",""
"06:38:20.509","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.67","54.19","14.73","11.79","-114.65","0.000000","0.000000","",""
"06:38:20.690","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.66","54.40","14.75","11.83","-114.69","0.000000","0.000000","",""
"06:38:20.850","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.65","54.61","14.75","11.97","-114.73","0.000000","0.000000","",""
"06:38:21.018","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","54.82","14.48","11.90","-114.76","0.000000","0.000000","",""
"06:38:21.176","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.66","55.03","14.66","12.01","-114.80","0.000000","0.000000","",""
"06:38:21.349","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.65","55.24","14.62","11.92","-114.84","0.000000","0.000000","",""
"06:38:21.506","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.66","55.44","14.70","11.88","-114.87","0.000000","0.000000","",""
"06:38:21.672","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.66","55.65","14.68","11.87","-114.91","0.000000","0.000000","",""
"06:38:21.848","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.67","55.86","14.73","11.90","-114.94","0.000000","0.000000","",""
"06:38:22.007","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.70","56.07","14.84","12.03","-114.98","0.000000","0.000000","",""
"06:38:22.188","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.31","18.69","56.28","14.74","11.85","-115.01","0.000000","0.000000","",""
"06:38:22.377","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.31","18.69","56.49","14.78","11.90","-115.05","0.000000","0.000000","",""
"06:38:22.509","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.32","18.70","56.70","14.57","11.91","-115.09","0.000000","0.000000","",""
"06:38:22.676","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.31","18.67","56.91","14.63","11.90","-115.12","0.000000","0.000000","",""
"06:38:22.881","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","57.12","14.64","11.88","-115.16","0.000000","0.000000","",""
"06:38:23.028","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","57.33","14.69","11.83","-115.20","0.000000","0.000000","",""
"06:38:23.176","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","57.53","14.75","11.84","-115.23","0.000000","0.000000","",""
"06:38:23.381","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.67","57.74","14.74","11.86","-115.27","0.000000","0.000000","",""
"06:38:23.521","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","57.95","14.50","11.91","-115.31","0.000000","0.000000","",""
"06:38:23.677","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","58.16","14.68","12.14","-115.34","0.000000","0.000000","",""
"06:38:23.851","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","58.37","14.66","11.87","-115.38","0.000000","0.000000","",""
"06:38:24.011","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.70","58.58","14.72","11.82","-115.41","0.000000","0.000000","",""
"06:38:24.183","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.31","18.67","58.79","14.77","11.82","-115.45","0.000000","0.000000","",""
"06:38:24.353","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.30","18.67","59.00","14.68","11.81","-115.49","0.000000","0.000000","",""
"06:38:24.511","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.68","59.20","14.71","11.90","-115.52","0.000000","0.000000","",""
"06:38:24.679","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.68","59.41","14.73","11.94","-115.56","0.000000","0.000000","",""
"06:38:24.846","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.68","59.62","14.69","11.79","-115.59","0.000000","0.000000","",""
"06:38:25.021","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.69","59.83","14.76","11.80","-115.63","0.000000","0.000000","",""
"06:38:25.179","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.69","60.04","14.78","11.92","-115.67","0.000000","0.000000","",""
"06:38:25.349","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.66","60.24","14.85","11.70","-115.70","0.000000","0.000000","",""
"06:38:25.516","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.37","18.68","60.45","14.70","11.93","-115.74","0.000000","0.000000","",""
"06:38:25.683","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.68","60.66","14.44","11.75","-115.77","0.000000","0.000000","",""
"06:38:25.846","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","60.87","14.78","11.95","-115.81","0.000000","0.000000","",""
"06:38:26.032","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.69","61.08","14.65","11.87","-115.85","0.000000","0.000000","",""
"06:38:26.214","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.33","18.69","61.29","14.60","11.81","-115.88","0.000000","0.000000","",""
"06:38:26.349","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.35","18.70","61.50","14.64","11.86","-115.92","0.000000","0.000000","",""
"06:38:26.514","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.68","61.71","14.68","11.95","-115.96","0.000000","0.000000","",""
"06:38:26.681","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.36","18.70","61.92","14.70","11.78","-115.99","0.000000","0.000000","",""
"06:38:26.863","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.68","62.13","14.64","11.97","-116.03","0.000000","0.000000","",""
"06:38:27.016","GOREV","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.34","18.67","62.34","14.53","11.75","-116.06","0.000000","0.000000","",""
